Source Name	Comment[update information]	Comment[ENA_SAMPLE]	Material Type	Characteristics[organism]	Characteristics[specimen with known storage state]	Characteristics[cell line]	Characteristics[cell type]	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Comment[LIBRARY_SELECTION]	Comment[ORIENTATION]	Comment[NOMINAL_LENGTH]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Comment[SPOT_LENGTH]	Comment[READ_INDEX_1_BASE_COORD]	Comment[SPOT_LENGTH]	Comment[READ_INDEX_1_BASE_COORD]	FactorValue[growth condition]
2i_29	  	ERS471093	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_29	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_2_29_	sequencing assay	ERX488269	Teichmann_2i_2_29_2.fastq.gz	Teichmann_2i_2_29_2.fastq.gz	ERR523031	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR523/ERR523031/ERR523031_2.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3	  	ERS470998	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_2_3_	sequencing assay	ERX488174	Teichmann_2i_2_3_1.fastq.gz	Teichmann_2i_2_3_1.fastq.gz	ERR522934	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522934/ERR522934_1.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3	  	ERS470998	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_2_3_	sequencing assay	ERX488174	Teichmann_2i_2_3_2.fastq.gz	Teichmann_2i_2_3_2.fastq.gz	ERR522934	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522934/ERR522934_2.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_1	  	ERS1032000	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_1	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_1_	sequencing assay	ERX1283427	Teichmann_2i_3_1_1.fastq.gz	Teichmann_2i_3_1_1.fastq.gz	ERR1211176	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/006/ERR1211176/ERR1211176_1.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_1	  	ERS1032000	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_1	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_1_	sequencing assay	ERX1283427	Teichmann_2i_3_1_2.fastq.gz	Teichmann_2i_3_1_2.fastq.gz	ERR1211176	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/006/ERR1211176/ERR1211176_2.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_10	  	ERS1032009	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_10	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_10_	sequencing assay	ERX1283436	Teichmann_2i_3_10_1.fastq.gz	Teichmann_2i_3_10_1.fastq.gz	ERR1211185	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/005/ERR1211185/ERR1211185_1.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_10	  	ERS1032009	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_10	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_10_	sequencing assay	ERX1283436	Teichmann_2i_3_10_2.fastq.gz	Teichmann_2i_3_10_2.fastq.gz	ERR1211185	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/005/ERR1211185/ERR1211185_2.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_11	  	ERS1032010	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_11	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_11_	sequencing assay	ERX1283437	Teichmann_2i_3_11_1.fastq.gz	Teichmann_2i_3_11_1.fastq.gz	ERR1211186	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/006/ERR1211186/ERR1211186_1.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_11	  	ERS1032010	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_11	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_11_	sequencing assay	ERX1283437	Teichmann_2i_3_11_2.fastq.gz	Teichmann_2i_3_11_2.fastq.gz	ERR1211186	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/006/ERR1211186/ERR1211186_2.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_12	  	ERS1032011	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_12	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_12_	sequencing assay	ERX1283438	Teichmann_2i_3_12_1.fastq.gz	Teichmann_2i_3_12_1.fastq.gz	ERR1211187	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/007/ERR1211187/ERR1211187_1.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_12	  	ERS1032011	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_12	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_12_	sequencing assay	ERX1283438	Teichmann_2i_3_12_2.fastq.gz	Teichmann_2i_3_12_2.fastq.gz	ERR1211187	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/007/ERR1211187/ERR1211187_2.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_13	  	ERS1032012	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_13	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_13_	sequencing assay	ERX1283439	Teichmann_2i_3_13_1.fastq.gz	Teichmann_2i_3_13_1.fastq.gz	ERR1211188	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/008/ERR1211188/ERR1211188_1.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_13	  	ERS1032012	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_13	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_13_	sequencing assay	ERX1283439	Teichmann_2i_3_13_2.fastq.gz	Teichmann_2i_3_13_2.fastq.gz	ERR1211188	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/008/ERR1211188/ERR1211188_2.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_14	  	ERS1032013	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_14	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_14_	sequencing assay	ERX1283440	Teichmann_2i_3_14_1.fastq.gz	Teichmann_2i_3_14_1.fastq.gz	ERR1211189	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/009/ERR1211189/ERR1211189_1.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_14	  	ERS1032013	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_14	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_14_	sequencing assay	ERX1283440	Teichmann_2i_3_14_2.fastq.gz	Teichmann_2i_3_14_2.fastq.gz	ERR1211189	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/009/ERR1211189/ERR1211189_2.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_15	  	ERS1032014	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_15	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_15_	sequencing assay	ERX1283441	Teichmann_2i_3_15_1.fastq.gz	Teichmann_2i_3_15_1.fastq.gz	ERR1211190	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/000/ERR1211190/ERR1211190_1.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_15	  	ERS1032014	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_15	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_15_	sequencing assay	ERX1283441	Teichmann_2i_3_15_2.fastq.gz	Teichmann_2i_3_15_2.fastq.gz	ERR1211190	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/000/ERR1211190/ERR1211190_2.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_16	  	ERS1032015	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_16	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_16_	sequencing assay	ERX1283442	Teichmann_2i_3_16_1.fastq.gz	Teichmann_2i_3_16_1.fastq.gz	ERR1211191	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/001/ERR1211191/ERR1211191_1.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_16	  	ERS1032015	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_16	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_16_	sequencing assay	ERX1283442	Teichmann_2i_3_16_2.fastq.gz	Teichmann_2i_3_16_2.fastq.gz	ERR1211191	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/001/ERR1211191/ERR1211191_2.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_17	  	ERS1032016	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_17	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_17_	sequencing assay	ERX1283443	Teichmann_2i_3_17_1.fastq.gz	Teichmann_2i_3_17_1.fastq.gz	ERR1211192	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/002/ERR1211192/ERR1211192_1.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_17	  	ERS1032016	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_17	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_17_	sequencing assay	ERX1283443	Teichmann_2i_3_17_2.fastq.gz	Teichmann_2i_3_17_2.fastq.gz	ERR1211192	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/002/ERR1211192/ERR1211192_2.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_18	  	ERS1032017	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_18	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_18_	sequencing assay	ERX1283444	Teichmann_2i_3_18_1.fastq.gz	Teichmann_2i_3_18_1.fastq.gz	ERR1211193	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/003/ERR1211193/ERR1211193_1.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_18	  	ERS1032017	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_18	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_18_	sequencing assay	ERX1283444	Teichmann_2i_3_18_2.fastq.gz	Teichmann_2i_3_18_2.fastq.gz	ERR1211193	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/003/ERR1211193/ERR1211193_2.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_19	  	ERS1032018	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_19	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_19_	sequencing assay	ERX1283445	Teichmann_2i_3_19_1.fastq.gz	Teichmann_2i_3_19_1.fastq.gz	ERR1211194	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/004/ERR1211194/ERR1211194_1.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_19	  	ERS1032018	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_19	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_19_	sequencing assay	ERX1283445	Teichmann_2i_3_19_2.fastq.gz	Teichmann_2i_3_19_2.fastq.gz	ERR1211194	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/004/ERR1211194/ERR1211194_2.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_2	  	ERS1032001	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_2	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_2_	sequencing assay	ERX1283428	Teichmann_2i_3_2_1.fastq.gz	Teichmann_2i_3_2_1.fastq.gz	ERR1211177	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/007/ERR1211177/ERR1211177_1.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_2	  	ERS1032001	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_2	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_2_	sequencing assay	ERX1283428	Teichmann_2i_3_2_2.fastq.gz	Teichmann_2i_3_2_2.fastq.gz	ERR1211177	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/007/ERR1211177/ERR1211177_2.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_20	  	ERS1032019	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_20	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_20_	sequencing assay	ERX1283446	Teichmann_2i_3_20_1.fastq.gz	Teichmann_2i_3_20_1.fastq.gz	ERR1211195	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/005/ERR1211195/ERR1211195_1.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_20	  	ERS1032019	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_20	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_20_	sequencing assay	ERX1283446	Teichmann_2i_3_20_2.fastq.gz	Teichmann_2i_3_20_2.fastq.gz	ERR1211195	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/005/ERR1211195/ERR1211195_2.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_21	  	ERS1032020	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_21	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_21_	sequencing assay	ERX1283447	Teichmann_2i_3_21_1.fastq.gz	Teichmann_2i_3_21_1.fastq.gz	ERR1211196	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/006/ERR1211196/ERR1211196_1.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_21	  	ERS1032020	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_21	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_21_	sequencing assay	ERX1283447	Teichmann_2i_3_21_2.fastq.gz	Teichmann_2i_3_21_2.fastq.gz	ERR1211196	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/006/ERR1211196/ERR1211196_2.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_22	  	ERS1032021	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_22	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_22_	sequencing assay	ERX1283448	Teichmann_2i_3_22_1.fastq.gz	Teichmann_2i_3_22_1.fastq.gz	ERR1211197	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/007/ERR1211197/ERR1211197_1.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_22	  	ERS1032021	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_22	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_22_	sequencing assay	ERX1283448	Teichmann_2i_3_22_2.fastq.gz	Teichmann_2i_3_22_2.fastq.gz	ERR1211197	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/007/ERR1211197/ERR1211197_2.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_23	  	ERS1032022	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_23	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_23_	sequencing assay	ERX1283449	Teichmann_2i_3_23_1.fastq.gz	Teichmann_2i_3_23_1.fastq.gz	ERR1211198	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/008/ERR1211198/ERR1211198_1.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_23	  	ERS1032022	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_23	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_23_	sequencing assay	ERX1283449	Teichmann_2i_3_23_2.fastq.gz	Teichmann_2i_3_23_2.fastq.gz	ERR1211198	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/008/ERR1211198/ERR1211198_2.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_24	  	ERS1032023	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_24	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_24_	sequencing assay	ERX1283450	Teichmann_2i_3_24_1.fastq.gz	Teichmann_2i_3_24_1.fastq.gz	ERR1211199	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/009/ERR1211199/ERR1211199_1.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_24	  	ERS1032023	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_24	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_24_	sequencing assay	ERX1283450	Teichmann_2i_3_24_2.fastq.gz	Teichmann_2i_3_24_2.fastq.gz	ERR1211199	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/009/ERR1211199/ERR1211199_2.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_25	  	ERS1032024	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_25	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_25_	sequencing assay	ERX1283451	Teichmann_2i_3_25_1.fastq.gz	Teichmann_2i_3_25_1.fastq.gz	ERR1211200	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/000/ERR1211200/ERR1211200_1.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_25	  	ERS1032024	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_25	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_25_	sequencing assay	ERX1283451	Teichmann_2i_3_25_2.fastq.gz	Teichmann_2i_3_25_2.fastq.gz	ERR1211200	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/000/ERR1211200/ERR1211200_2.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_26	  	ERS1032025	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_26	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_26_	sequencing assay	ERX1283452	Teichmann_2i_3_26_1.fastq.gz	Teichmann_2i_3_26_1.fastq.gz	ERR1211201	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/001/ERR1211201/ERR1211201_1.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_26	  	ERS1032025	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_26	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_26_	sequencing assay	ERX1283452	Teichmann_2i_3_26_2.fastq.gz	Teichmann_2i_3_26_2.fastq.gz	ERR1211201	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/001/ERR1211201/ERR1211201_2.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_27	  	ERS1032026	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_27	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_27_	sequencing assay	ERX1283453	Teichmann_2i_3_27_1.fastq.gz	Teichmann_2i_3_27_1.fastq.gz	ERR1211202	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/002/ERR1211202/ERR1211202_1.fastq.gz	200	101	100	101	standard 2i media + LIF
2i_3_27	  	ERS1032026	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	2i_3_27	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_2i_3_27_	sequencing assay	ERX1283453	Teichmann_2i_3_27_2.fastq.gz	Teichmann_2i_3_27_2.fastq.gz	ERR1211202	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/002/ERR1211202/ERR1211202_2.fastq.gz	200	101	100	101	standard 2i media + LIF
